S 019D8 0 1 019DC 00000B3B 00001DFA 0000CD80 000012C5 00004A91 0000A6E1 0000ABC8 00009E32 003E4372 0000005E 003E4286 003E407B 003E411E 003E4005 003E5200 E40F1EC4
S 019EE 0 1 019F2 00008B2E 0000D5FD 000025B0 00004863 0000E172 00009A84 0000B667 00002DE4 003E42F9 003E40DC 003E414A 003E4124 003E40A8 003E4079 003E5200 37C2E347
S 01A70 0 1 01A74 0000C777 00000B39 00000003 000025C0 00006741 00007D34 00009CE2 00008C32 003E425D 003E4256 003E4332 003E412E 003E4181 003E40C3 003E5200 BBC4894F
S 01AEA 0 1 01AEE 00008C02 0000D10C 00000008 0000B3A5 00005F49 00002EE0 0000C480 00000B0D 003E401D 003E425A 003E401A 003E4346 003E4291 003E432A 003E5200 D97003AA
S 01B46 0 1 01B48 00007527 00007383 00009817 000054B6 00004A0D 00006D7D 00004351 0000D836 003E41B2 003E433F 00004290 003E4252 003E416B 003E42D9 003E5200 344DF5DA
S 01B96 0 1 01B9A 0000E69F 00002346 00007E8E 00006087 0000C258 000025CC 0000BACE 0000DA4D 003E4028 003E4365 003E401B 003E42C6 003E406E 003E40DE 003E5200 1BEAA551
S 01C34 0 1 01C38 000031B9 00008F75 00000003 0000513F 000060BE 0000E94C 00003755 0000A499 003E4201 003E41EF 003E4350 003E4362 003E404A 003E4023 003E5200 949EF600
S 01C66 0 1 01C6A 00006B06 0000BA3F 00000DCD 00004F73 00007214 000032A4 0000B781 00005540 003E402A 003E41B8 003E42E2 003E4128 003E4219 003E413D 003E4FE8 FF2EBD3E
S 01E74 0 1 01E78 0000F787 0000CE9E 00002898 0000D592 00003EA3 0000B0E6 00002A1E 00004C56 003E4252 003E433E 003E419F 003E4142 003E4021 003E41C6 003E5200 4B41CFBF
S 01F3A 0 1 01F3E 00000000 00000005 0000D538 000085EA 0000859F 00003F1F 0000440C 0000BCA0 003E424C 003E4065 003E4242 003E427B 003E4111 003E4050 003E5200 BE78D1A1
S 01F60 0 1 01F64 000025A6 00005AD5 00002C06 0000B57E 0000947F 00003E0F 0000971B 00000667 000000EF 003E40BB 003E410E 003E433D 003E42E2 003E40D1 003E5200 58EF2C85
S 01F70 0 1 01F74 0000BCF7 00009EC6 0000762E 0000FDE4 00009B9D 0000635C 00005FEF 0000184B 00000051 003E4356 003E40DE 003E40C8 003E4182 003E4094 003E5200 57DFB5EA
S 01F82 0 1 01F86 0000953C 00000D11 00002F0B 0000C737 000071FF 00000DBB 0000B7E9 0000C7D3 003E42CB 003E4194 003E407E 003E4303 003E431F 003E41E6 003E5200 0B940B3B
S 01FD6 0 1 01FDA 00006E21 000019A7 0000B898 00006E82 00000000 0000BC07 00003C91 00008A28 003E40A5 003E42DC 003E40D1 003E4034 003E41CF 003E41EA 003E5200 D9CF45E8
S 0200A 0 1 0200E 0000317B 000084E5 0000CCF5 000097DA 0000AC38 00003CF5 0000D7F8 00005BE6 003E40ED 003E4255 003E42B8 003E4129 003E4328 003E4336 003E4FE8 1ED81FF8
S 0219A 0 1 0219C 0000E70E 0000DF3D 00007C19 0000E4FD 00004FB6 00004BA0 0000F527 00002C26 003E40C6 003E4171 003E435D 003E432E 003E427B 003E41FD 003E5200 729EB12F
S 0220C 0 1 0220E 0000A05A 00002D0E 0000E3F1 0000ED7C 000000BD 0000DCD1 0000D3C8 0000B175 003E4323 003E426D 003E42B8 003E4017 003E404D 003E40DD 003E5200 94C9011E
S 02248 0 1 0224C 00006355 0000E60B 0000643D 0000A501 0000C375 00004829 00005371 00003F19 003E41D3 003E4201 003E41B4 003E4125 003E4137 003E42DF 003E5200 19B91855
S 022BA 0 1 022BE 0000436F 0000AA94 0000E3BC 00000003 000088FF 00001FA8 0000DAC1 00000784 003E40F7 003E41EF 003E40AE 003E4063 003E4290 003E4147 003E5200 7533F3B0
S 02300 0 1 02306 000003DD 00009A61 0000EB16 0000675D 00000B24 00007440 0000171F 00004B11 003C0000 003E4247 003E4143 003E4187 003E426D 003E4290 003E5200 83E34618
S 02338 0 1 0233C 0000D7EC 00007D8B 0000C9E2 0000BE32 0000451A 0000FB5B 0000B6F8 0000F2CC 003E40ED 003E42EE 003E4338 003E418C 003E41EB 003E42F2 003E4FE8 2AE26440
S 024C8 0 1 024CC 0000771E 00009B44 0000E3F4 0000C00F 00004F13 0000A618 00004552 00001BB7 003E40FA 003E4071 003E41B1 003E42CD 003E41B3 003E4248 003E5200 31E87B1C
